"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","negative regulation of lymphocyte activation","GO:0051250","0.02161998705273289","1.6651445704626504","161","146","6","18092","ENSG00000110492,ENSG00000019582,ENSG00000196126,ENSG00000136235,ENSG00000131203,ENSG00000089692"
"GO:BP","negative regulation of cell activation","GO:0050866","0.02161998705273289","1.6651445704626504","218","146","7","18092","ENSG00000110492,ENSG00000019582,ENSG00000196126,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000089692"
"GO:BP","cytokine production involved in immune response","GO:0002367","0.02162476100682529","1.665048683585254","110","146","5","18092","ENSG00000130303,ENSG00000019582,ENSG00000204592,ENSG00000134321,ENSG00000107201"
"GO:BP","regulation of cellular protein metabolic process","GO:0032268","0.02214172361596602","1.6547885746150823","2563","146","34","18092","ENSG00000126709,ENSG00000187608,ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000176046,ENSG00000173193,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000140105,ENSG00000196126,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000133710,ENSG00000130813,ENSG00000173432,ENSG00000100906,ENSG00000136235,ENSG00000013374,ENSG00000163840,ENSG00000143546,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000140464,ENSG00000120129"
"GO:BP","negative regulation of cell population proliferation","GO:0008285","0.022347658990937904","1.650767964280008","800","146","15","18092","ENSG00000185885,ENSG00000119917,ENSG00000176046,ENSG00000115415,ENSG00000140105,ENSG00000196126,ENSG00000055332,ENSG00000177606,ENSG00000163739,ENSG00000180573,ENSG00000169429,ENSG00000136235,ENSG00000131203,ENSG00000140464,ENSG00000120129"
"GO:BP","positive regulation of intracellular signal transduction","GO:1902533","0.02263554136542833","1.6452091141925127","1054","146","18","18092","ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000176046,ENSG00000132274,ENSG00000196126,ENSG00000055332,ENSG00000137628,ENSG00000177606,ENSG00000164054,ENSG00000173432,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000006210,ENSG00000152778,ENSG00000110446,ENSG00000112343"
"GO:BP","regulation of neutrophil chemotaxis","GO:0090022","0.023071534488686346","1.636923519574844","32","146","3","18092","ENSG00000110492,ENSG00000019582,ENSG00000169429"
"GO:BP","cornification","GO:0070268","0.023071534488686346","1.636923519574844","112","146","5","18092","ENSG00000171401,ENSG00000108244,ENSG00000205420,ENSG00000133710,ENSG00000186081"
"GO:BP","intracellular receptor signaling pathway","GO:0030522","0.023287122161426813","1.6328841785600532","284","146","8","18092","ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000137628,ENSG00000067066,ENSG00000100906,ENSG00000140464,ENSG00000110446"
"GO:BP","response to lipopolysaccharide","GO:0032496","0.023610877396404197","1.626887873940473","351","146","9","18092","ENSG00000134326,ENSG00000170345,ENSG00000177606,ENSG00000163739,ENSG00000169429,ENSG00000100906,ENSG00000143546,ENSG00000131203,ENSG00000006210"
"GO:BP","regulation of hydrogen peroxide biosynthetic process","GO:0010728","0.023819811059518536","1.6230616876951365","9","146","2","18092","ENSG00000140274,ENSG00000198712"
"GO:BP","cellular macromolecule catabolic process","GO:0044265","0.023819811059518536","1.6230616876951365","1237","146","20","18092","ENSG00000165949,ENSG00000187608,ENSG00000176046,ENSG00000172183,ENSG00000111335,ENSG00000100911,ENSG00000156587,ENSG00000173821,ENSG00000189060,ENSG00000078081,ENSG00000240065,ENSG00000184979,ENSG00000175197,ENSG00000013374,ENSG00000163840,ENSG00000138035,ENSG00000152518,ENSG00000140464,ENSG00000130589,ENSG00000112343"
"GO:BP","cell activation","GO:0001775","0.023819811059518536","1.6230616876951365","1510","146","23","18092","ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000188313,ENSG00000134321,ENSG00000125730,ENSG00000057149,ENSG00000196126,ENSG00000177606,ENSG00000163739,ENSG00000231389,ENSG00000133710,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000136235,ENSG00000143546,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000089692,ENSG00000152518"
"GO:BP","nucleoside triphosphate metabolic process","GO:0009141","0.024390083422948763","1.6127867142387764","114","146","5","18092","ENSG00000134326,ENSG00000198712,ENSG00000228253,ENSG00000198899,ENSG00000101347"
"GO:BP","phosphate-containing compound metabolic process","GO:0006796","0.02449450161895688","1.6109313925554298","3098","146","39","18092","ENSG00000198786,ENSG00000198804,ENSG00000019582,ENSG00000198695,ENSG00000089127,ENSG00000212907,ENSG00000176046,ENSG00000198763,ENSG00000173193,ENSG00000198888,ENSG00000188313,ENSG00000133328,ENSG00000198727,ENSG00000125730,ENSG00000134326,ENSG00000057149,ENSG00000198938,ENSG00000198712,ENSG00000140105,ENSG00000196126,ENSG00000228253,ENSG00000055332,ENSG00000138646,ENSG00000138496,ENSG00000198899,ENSG00000198886,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000101347,ENSG00000137198,ENSG00000173432,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000087074,ENSG00000140464,ENSG00000163644,ENSG00000120129"
"GO:BP","regulation of inflammatory response to antigenic stimulus","GO:0002861","0.02450894574791861","1.6106753695193898","33","146","3","18092","ENSG00000204592,ENSG00000125730,ENSG00000196126"
"GO:BP","negative regulation of nitrogen compound metabolic process","GO:0051172","0.02450894574791861","1.6106753695193898","2585","146","34","18092","ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000130303,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000132274,ENSG00000185507,ENSG00000125730,ENSG00000057149,ENSG00000140105,ENSG00000189060,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000124201,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000130813,ENSG00000004468,ENSG00000175197,ENSG00000101596,ENSG00000163840,ENSG00000125740,ENSG00000087074,ENSG00000152518,ENSG00000140464,ENSG00000120129"
"GO:BP","negative regulation of protein metabolic process","GO:0051248","0.025196467571825525","1.5986603410278495","1156","146","19","18092","ENSG00000126709,ENSG00000187608,ENSG00000130303,ENSG00000173193,ENSG00000125730,ENSG00000057149,ENSG00000140105,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000160710,ENSG00000177606,ENSG00000133710,ENSG00000130813,ENSG00000163840,ENSG00000087074,ENSG00000152518,ENSG00000140464,ENSG00000120129"
"GO:BP","negative regulation of binding","GO:0051100","0.026009314009009268","1.5848711020921202","169","146","6","18092","ENSG00000185745,ENSG00000119922,ENSG00000177606,ENSG00000067066,ENSG00000100906,ENSG00000175197"
"GO:BP","positive regulation of interferon-beta production","GO:0032728","0.02647103006473889","1.577229158708923","34","146","3","18092","ENSG00000185507,ENSG00000107201,ENSG00000115267"
"GO:BP","cell killing","GO:0001906","0.02661722422336971","1.5748372368902448","170","146","6","18092","ENSG00000204592,ENSG00000125730,ENSG00000205420,ENSG00000100342,ENSG00000197903,ENSG00000089692"
"GO:BP","phosphorus metabolic process","GO:0006793","0.028068678590406324","1.5517780324814554","3125","146","39","18092","ENSG00000198786,ENSG00000198804,ENSG00000019582,ENSG00000198695,ENSG00000089127,ENSG00000212907,ENSG00000176046,ENSG00000198763,ENSG00000173193,ENSG00000198888,ENSG00000188313,ENSG00000133328,ENSG00000198727,ENSG00000125730,ENSG00000134326,ENSG00000057149,ENSG00000198938,ENSG00000198712,ENSG00000140105,ENSG00000196126,ENSG00000228253,ENSG00000055332,ENSG00000138646,ENSG00000138496,ENSG00000198899,ENSG00000198886,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000101347,ENSG00000137198,ENSG00000173432,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000087074,ENSG00000140464,ENSG00000163644,ENSG00000120129"
"GO:BP","synapse pruning","GO:0098883","0.028170419842246646","1.5502066803904335","10","146","2","18092","ENSG00000125730,ENSG00000006210"
"GO:BP","regulation of hypersensitivity","GO:0002883","0.028170419842246646","1.5502066803904335","10","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","cytolysis in other organism involved in symbiotic interaction","GO:0051801","0.028170419842246646","1.5502066803904335","10","146","2","18092","ENSG00000205420,ENSG00000100342"
"GO:BP","cytolysis by host of symbiont cells","GO:0051838","0.028170419842246646","1.5502066803904335","10","146","2","18092","ENSG00000205420,ENSG00000100342"
"GO:BP","cytolysis in other organism","GO:0051715","0.028170419842246646","1.5502066803904335","10","146","2","18092","ENSG00000205420,ENSG00000100342"
"GO:BP","response to inorganic substance","GO:0010035","0.02836306412715026","1.5472468531212167","585","146","12","18092","ENSG00000198786,ENSG00000198804,ENSG00000125148,ENSG00000198695,ENSG00000115415,ENSG00000188313,ENSG00000198727,ENSG00000170345,ENSG00000177606,ENSG00000143546,ENSG00000125740,ENSG00000120129"
"GO:BP","positive regulation of leukocyte mediated immunity","GO:0002705","0.029071700408649027","1.5365295655293323","120","146","5","18092","ENSG00000204592,ENSG00000134321,ENSG00000125730,ENSG00000107201,ENSG00000089692"
"GO:BP","lymphocyte proliferation","GO:0046651","0.029299250590871653","1.533143487782799","298","146","8","18092","ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203"
"GO:BP","intrinsic apoptotic signaling pathway","GO:0097193","0.030425140686446365","1.5167674049070652","300","146","8","18092","ENSG00000126709,ENSG00000019582,ENSG00000176046,ENSG00000164054,ENSG00000175197,ENSG00000143546,ENSG00000087074,ENSG00000140464"
"GO:BP","mononuclear cell proliferation","GO:0032943","0.030953127179311854","1.5092954678680373","301","146","8","18092","ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203"
"GO:BP","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","GO:0002479","0.03128459865385236","1.5046694121595396","75","146","4","18092","ENSG00000204592,ENSG00000100911,ENSG00000240065,ENSG00000168394"
"GO:BP","regulation of T cell proliferation","GO:0042129","0.03128459865385236","1.5046694121595396","177","146","6","18092","ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000136235,ENSG00000102524,ENSG00000131203"
"GO:BP","regulation of proteolysis","GO:0030162","0.03128459865385236","1.5046694121595396","754","146","14","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000176046,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000078081,ENSG00000149131,ENSG00000240065,ENSG00000133710,ENSG00000013374,ENSG00000143546,ENSG00000140464"
"GO:BP","protein modification by small protein conjugation or removal","GO:0070647","0.03136396903716504","1.5035689835555974","1185","146","19","18092","ENSG00000165949,ENSG00000187608,ENSG00000132274,ENSG00000138642,ENSG00000100911,ENSG00000156587,ENSG00000173821,ENSG00000107201,ENSG00000115267,ENSG00000240065,ENSG00000138646,ENSG00000184979,ENSG00000100906,ENSG00000013374,ENSG00000163840,ENSG00000197903,ENSG00000123609,ENSG00000140464,ENSG00000112343"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","0.031372649689231674","1.5034487998608923","6626","146","70","18092","ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000121858,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000089127,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000111335,ENSG00000173193,ENSG00000188313,ENSG00000111331,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000156587,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000189060,ENSG00000115267,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000067066,ENSG00000124201,ENSG00000231389,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000123240,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000013374,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000120129,ENSG00000130589,ENSG00000112343"
"GO:BP","proteolysis involved in cellular protein catabolic process","GO:0051603","0.03160642562324662","1.5002246158299455","756","146","14","18092","ENSG00000165949,ENSG00000187608,ENSG00000176046,ENSG00000100911,ENSG00000156587,ENSG00000173821,ENSG00000078081,ENSG00000240065,ENSG00000184979,ENSG00000175197,ENSG00000013374,ENSG00000163840,ENSG00000140464,ENSG00000112343"
"GO:BP","production of molecular mediator of immune response","GO:0002440","0.03160642562324662","1.5002246158299455","303","146","8","18092","ENSG00000130303,ENSG00000019582,ENSG00000204592,ENSG00000134321,ENSG00000107201,ENSG00000196126,ENSG00000101347,ENSG00000133710"
"GO:BP","modification-dependent macromolecule catabolic process","GO:0043632","0.03164076016806912","1.4997530911404817","675","146","13","18092","ENSG00000165949,ENSG00000187608,ENSG00000100911,ENSG00000156587,ENSG00000173821,ENSG00000240065,ENSG00000184979,ENSG00000175197,ENSG00000013374,ENSG00000163840,ENSG00000138035,ENSG00000140464,ENSG00000112343"
"GO:BP","cellular response to cadmium ion","GO:0071276","0.031678903713084676","1.4992298561101962","37","146","3","18092","ENSG00000125148,ENSG00000170345,ENSG00000177606"
"GO:BP","negative regulation of immune effector process","GO:0002698","0.032103203309041844","1.493451630834027","124","146","5","18092","ENSG00000130303,ENSG00000204592,ENSG00000149131,ENSG00000133710,ENSG00000112343"
"GO:BP","regulation of myeloid leukocyte differentiation","GO:0002761","0.032103203309041844","1.493451630834027","124","146","5","18092","ENSG00000019582,ENSG00000185507,ENSG00000196126,ENSG00000170345,ENSG00000177606"
"GO:BP","response to molecule of bacterial origin","GO:0002237","0.03234316213397694","1.4902175221475333","374","146","9","18092","ENSG00000134326,ENSG00000170345,ENSG00000177606,ENSG00000163739,ENSG00000169429,ENSG00000100906,ENSG00000143546,ENSG00000131203,ENSG00000006210"
"GO:BP","myeloid cell differentiation","GO:0030099","0.03234316213397694","1.4902175221475333","446","146","10","18092","ENSG00000187608,ENSG00000019582,ENSG00000115415,ENSG00000185507,ENSG00000196126,ENSG00000170345,ENSG00000160710,ENSG00000177606,ENSG00000100906,ENSG00000140464"
"GO:BP","synaptic vesicle budding","GO:0070142","0.03235707175181891","1.4900307880353236","11","146","2","18092","ENSG00000157601,ENSG00000183486"
"GO:BP","heterocycle catabolic process","GO:0046700","0.03330793370550964","1.477452308411482","601","146","12","18092","ENSG00000172183,ENSG00000111335,ENSG00000100911,ENSG00000025708,ENSG00000189060,ENSG00000240065,ENSG00000101347,ENSG00000128383,ENSG00000138035,ENSG00000131203,ENSG00000152518,ENSG00000130589"
"GO:BP","regulation of cell-cell adhesion","GO:0022407","0.033564987520179355","1.474113509954355","449","146","10","18092","ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000196126,ENSG00000231389,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000089692"
"GO:BP","regulation of multicellular organismal development","GO:2000026","0.03359478715488497","1.4737281061072656","1472","146","22","18092","ENSG00000187608,ENSG00000110492,ENSG00000019582,ENSG00000176046,ENSG00000115415,ENSG00000111335,ENSG00000185507,ENSG00000125730,ENSG00000025708,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000177606,ENSG00000067066,ENSG00000133710,ENSG00000169429,ENSG00000100906,ENSG00000136235,ENSG00000006210,ENSG00000089692,ENSG00000152518,ENSG00000140464"
"GO:BP","response to metal ion","GO:0010038","0.03359478715488497","1.4737281061072656","377","146","9","18092","ENSG00000198804,ENSG00000125148,ENSG00000188313,ENSG00000198727,ENSG00000170345,ENSG00000177606,ENSG00000143546,ENSG00000125740,ENSG00000120129"
"GO:BP","regulation of apoptotic signaling pathway","GO:2001233","0.033987448748414265","1.4686814343010277","378","146","9","18092","ENSG00000126709,ENSG00000121858,ENSG00000019582,ENSG00000176046,ENSG00000067066,ENSG00000175197,ENSG00000143546,ENSG00000006210,ENSG00000140464"
"GO:BP","regulation of binding","GO:0051098","0.033987448748414265","1.4686814343010277","378","146","9","18092","ENSG00000185745,ENSG00000119922,ENSG00000189060,ENSG00000138496,ENSG00000177606,ENSG00000067066,ENSG00000100906,ENSG00000175197,ENSG00000163840"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","0.03481744534212242","1.4582030975070581","6780","146","71","18092","ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000089127,ENSG00000176046,ENSG00000173193,ENSG00000188313,ENSG00000140274,ENSG00000133328,ENSG00000132274,ENSG00000138642,ENSG00000100911,ENSG00000156587,ENSG00000125730,ENSG00000173821,ENSG00000025708,ENSG00000134326,ENSG00000057149,ENSG00000107201,ENSG00000198712,ENSG00000140105,ENSG00000196126,ENSG00000002549,ENSG00000228253,ENSG00000115267,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000198899,ENSG00000243649,ENSG00000140279,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000184979,ENSG00000101347,ENSG00000016602,ENSG00000133710,ENSG00000164054,ENSG00000130813,ENSG00000137198,ENSG00000059378,ENSG00000173432,ENSG00000100342,ENSG00000002587,ENSG00000100906,ENSG00000175197,ENSG00000129451,ENSG00000136235,ENSG00000013374,ENSG00000128383,ENSG00000163840,ENSG00000197903,ENSG00000143546,ENSG00000167757,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000152518,ENSG00000140464,ENSG00000163644,ENSG00000120129,ENSG00000173702,ENSG00000112343"
"GO:BP","cellular nitrogen compound catabolic process","GO:0044270","0.034877529299023935","1.4574542877820496","606","146","12","18092","ENSG00000172183,ENSG00000111335,ENSG00000100911,ENSG00000025708,ENSG00000189060,ENSG00000240065,ENSG00000101347,ENSG00000128383,ENSG00000138035,ENSG00000131203,ENSG00000152518,ENSG00000130589"
"GO:BP","interleukin-4 production","GO:0032633","0.03516567429282006","1.453881050685003","39","146","3","18092","ENSG00000204592,ENSG00000196126,ENSG00000175197"
"GO:BP","intracellular signal transduction","GO:0035556","0.03516567429282006","1.453881050685003","2868","146","36","18092","ENSG00000126709,ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000176046,ENSG00000115415,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000057149,ENSG00000107201,ENSG00000196126,ENSG00000115267,ENSG00000055332,ENSG00000240065,ENSG00000137628,ENSG00000177606,ENSG00000163739,ENSG00000067066,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000006210,ENSG00000087074,ENSG00000152778,ENSG00000152518,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000112343"
"GO:BP","positive regulation of viral genome replication","GO:0045070","0.03516567429282006","1.453881050685003","39","146","3","18092","ENSG00000185745,ENSG00000160710,ENSG00000112343"
"GO:BP","negative regulation of catalytic activity","GO:0043086","0.035615018831063036","1.4483668216907555","855","146","15","18092","ENSG00000126709,ENSG00000130303,ENSG00000185745,ENSG00000125730,ENSG00000057149,ENSG00000140105,ENSG00000078081,ENSG00000149131,ENSG00000138496,ENSG00000160710,ENSG00000133710,ENSG00000163840,ENSG00000087074,ENSG00000140464,ENSG00000120129"
"GO:BP","regulation of apoptotic process","GO:0042981","0.03621330980401172","1.4411317799626688","1579","146","23","18092","ENSG00000126709,ENSG00000121858,ENSG00000119917,ENSG00000110492,ENSG00000019582,ENSG00000119922,ENSG00000176046,ENSG00000115415,ENSG00000185507,ENSG00000078081,ENSG00000055332,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000004468,ENSG00000100906,ENSG00000175197,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000124256,ENSG00000140464,ENSG00000120129"
"GO:BP","regulation of DNA binding","GO:0051101","0.03621330980401172","1.4411317799626688","129","146","5","18092","ENSG00000189060,ENSG00000177606,ENSG00000067066,ENSG00000100906,ENSG00000175197"
"GO:BP","antigen processing and presentation of exogenous peptide antigen via MHC class I","GO:0042590","0.03640608574920578","1.4388260123295282","80","146","4","18092","ENSG00000204592,ENSG00000100911,ENSG00000240065,ENSG00000168394"
"GO:BP","intrinsic apoptotic signaling pathway by p53 class mediator","GO:0072332","0.03640608574920578","1.4388260123295282","80","146","4","18092","ENSG00000019582,ENSG00000176046,ENSG00000164054,ENSG00000140464"
"GO:BP","negative regulation of apoptotic process","GO:0043066","0.03640608574920578","1.4388260123295282","944","146","16","18092","ENSG00000126709,ENSG00000121858,ENSG00000119917,ENSG00000110492,ENSG00000019582,ENSG00000176046,ENSG00000185507,ENSG00000078081,ENSG00000055332,ENSG00000160710,ENSG00000177606,ENSG00000004468,ENSG00000100906,ENSG00000131203,ENSG00000006210,ENSG00000120129"
"GO:BP","positive regulation of inflammatory response to antigenic stimulus","GO:0002863","0.03660197655723382","1.436495461471114","12","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","regulation of dendritic cell cytokine production","GO:0002730","0.03660197655723382","1.436495461471114","12","146","2","18092","ENSG00000130303,ENSG00000107201"
"GO:BP","type 2 immune response","GO:0042092","0.03676246024721927","1.4345954321053476","40","146","3","18092","ENSG00000019582,ENSG00000134321,ENSG00000131203"
"GO:BP","positive regulation of cellular process","GO:0048522","0.03676246024721927","1.4345954321053476","5863","146","63","18092","ENSG00000185885,ENSG00000187608,ENSG00000121858,ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000119922,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000188313,ENSG00000134321,ENSG00000140274,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000198712,ENSG00000140105,ENSG00000196126,ENSG00000170345,ENSG00000189060,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000140279,ENSG00000170581,ENSG00000177606,ENSG00000205420,ENSG00000067066,ENSG00000231389,ENSG00000123240,ENSG00000164054,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000013374,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000102524,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000130589,ENSG00000112343"
"GO:BP","cell chemotaxis","GO:0060326","0.03812771985090195","1.4187591660292593","317","146","8","18092","ENSG00000110492,ENSG00000019582,ENSG00000163739,ENSG00000169429,ENSG00000173432,ENSG00000143546,ENSG00000006210,ENSG00000120129"
"GO:BP","macrophage chemotaxis","GO:0048246","0.03900166520455162","1.4089168500578793","41","146","3","18092","ENSG00000110492,ENSG00000173432,ENSG00000006210"
"GO:BP","positive regulation of double-strand break repair","GO:2000781","0.03900166520455162","1.4089168500578793","41","146","3","18092","ENSG00000138496,ENSG00000101596,ENSG00000163840"
"GO:BP","mitochondrial fission","GO:0000266","0.03900166520455162","1.4089168500578793","41","146","3","18092","ENSG00000157601,ENSG00000183486,ENSG00000170581"
"GO:BP","lymphocyte activation","GO:0046649","0.0392462989215321","1.4062012926446743","783","146","14","18092","ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000134321,ENSG00000196126,ENSG00000231389,ENSG00000133710,ENSG00000004468,ENSG00000136235,ENSG00000102524,ENSG00000131203,ENSG00000089692,ENSG00000152518"
"GO:BP","negative regulation of cellular metabolic process","GO:0031324","0.0398292153284503","1.3997982495003116","2794","146","35","18092","ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000130303,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000132274,ENSG00000185507,ENSG00000125730,ENSG00000057149,ENSG00000140105,ENSG00000189060,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000124201,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000123240,ENSG00000130813,ENSG00000004468,ENSG00000175197,ENSG00000101596,ENSG00000163840,ENSG00000125740,ENSG00000087074,ENSG00000152518,ENSG00000140464,ENSG00000120129"
"GO:BP","aromatic compound catabolic process","GO:0019439","0.0405573160551797","1.3919307928510714","622","146","12","18092","ENSG00000172183,ENSG00000111335,ENSG00000100911,ENSG00000025708,ENSG00000189060,ENSG00000240065,ENSG00000101347,ENSG00000128383,ENSG00000138035,ENSG00000131203,ENSG00000152518,ENSG00000130589"
"GO:BP","positive regulation of B cell proliferation","GO:0030890","0.04119797798342322","1.3851240988258773","42","146","3","18092","ENSG00000019582,ENSG00000004468,ENSG00000102524"
"GO:BP","positive regulation of pattern recognition receptor signaling pathway","GO:0062208","0.04119797798342322","1.3851240988258773","42","146","3","18092","ENSG00000134321,ENSG00000137628,ENSG00000110446"
"GO:BP","dendritic cell cytokine production","GO:0002371","0.041321279469077515","1.3838262394816223","13","146","2","18092","ENSG00000130303,ENSG00000107201"
"GO:BP","neuron remodeling","GO:0016322","0.041321279469077515","1.3838262394816223","13","146","2","18092","ENSG00000125730,ENSG00000006210"
"GO:BP","hypersensitivity","GO:0002524","0.041321279469077515","1.3838262394816223","13","146","2","18092","ENSG00000204592,ENSG00000125730"
"GO:BP","positive regulation of type I interferon-mediated signaling pathway","GO:0060340","0.041321279469077515","1.3838262394816223","13","146","2","18092","ENSG00000185507,ENSG00000124256"
"GO:BP","antigen receptor-mediated signaling pathway","GO:0050851","0.04269738370370617","1.3695987356975654","325","146","8","18092","ENSG00000100911,ENSG00000196126,ENSG00000240065,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228,ENSG00000004468"
"GO:BP","response to copper ion","GO:0046688","0.043106909185014364","1.3654531154438336","43","146","3","18092","ENSG00000198804,ENSG00000125148,ENSG00000198727"
"GO:BP","negative regulation of endopeptidase activity","GO:0010951","0.043106909185014364","1.3654531154438336","258","146","7","18092","ENSG00000126709,ENSG00000130303,ENSG00000125730,ENSG00000057149,ENSG00000078081,ENSG00000149131,ENSG00000133710"
"GO:BP","regulation of neutrophil migration","GO:1902622","0.043106909185014364","1.3654531154438336","43","146","3","18092","ENSG00000110492,ENSG00000019582,ENSG00000169429"
"GO:BP","negative regulation of programmed cell death","GO:0043069","0.04311905662729202","1.365330749352932","967","146","16","18092","ENSG00000126709,ENSG00000121858,ENSG00000119917,ENSG00000110492,ENSG00000019582,ENSG00000176046,ENSG00000185507,ENSG00000078081,ENSG00000055332,ENSG00000160710,ENSG00000177606,ENSG00000004468,ENSG00000100906,ENSG00000131203,ENSG00000006210,ENSG00000120129"
"GO:BP","positive regulation of apoptotic signaling pathway","GO:2001235","0.043531231802992794","1.3611990434404988","137","146","5","18092","ENSG00000121858,ENSG00000176046,ENSG00000175197,ENSG00000143546,ENSG00000140464"
